Date/Time (EST),2m Air Temperature (daily avg) (F),2m Max Temperature (F),2m Min Temperature (F)
9/21/1937,66.5,70,63
9/22/1937,69,73,65
9/23/1937,63,71,55
9/24/1937,65.5,70,61
9/25/1937,65,69,61
9/26/1937,65,69,61
9/27/1937,65.5,70,61
9/28/1937,67,71,63
9/29/1937,66,70,62
9/30/1937,63,71,55
10/1/1937,65,68,62
10/2/1937,65,71,59
10/3/1937,59.5,69,50
10/4/1937,59.5,69,50
10/5/1937,59.5,69,50
10/6/1937,59,69,49
10/7/1937,59,69,49
10/8/1937,62.5,75,50
10/9/1937,66,76,56
10/10/1937,68.5,78,59
10/11/1937,65,75,55
10/12/1937,64,75,53
10/13/1937,64.5,74,55
10/14/1937,65.5,70,61
10/15/1937,60,69,51
10/16/1937,61.5,71,52
10/17/1937,64.5,75,54
10/18/1937,60,68,52
10/19/1937,58.5,68,49
10/20/1937,59,69,49
10/21/1937,60.5,68,53
10/22/1937,61,67,55
10/23/1937,61.5,67,56
10/24/1937,61,67,55
10/25/1937,62.5,67,58
10/26/1937,61,66,56
10/27/1937,61.5,67,56
10/28/1937,61,65,57
10/29/1937,62.5,66,59
10/30/1937,61.5,69,54
10/31/1937,56.5,67,46
11/1/1937,57.5,67,48
11/2/1937,60.5,66,55
11/3/1937,61.5,66,57
11/4/1937,61.5,66,57
11/5/1937,62.5,65,60
11/6/1937,61.5,64,59
11/7/1937,55.5,66,45
11/8/1937,54,65,43
11/9/1937,55.5,67,44
11/10/1937,57,65,49
11/11/1937,58.5,65,52
11/12/1937,56.5,66,47
11/13/1937,55,66,44
11/14/1937,56,67,45
11/15/1937,56.5,66,47
11/16/1937,57,66,48
11/17/1937,61.5,68,55
11/18/1937,56.5,67,46
11/19/1937,55.5,66,45
11/20/1937,56,67,45
11/21/1937,56.5,68,45
11/22/1937,56.5,62,51
11/23/1937,56.5,62,51
11/24/1937,56.5,63,50
11/25/1937,55,67,43
11/26/1937,52,64,40
11/27/1937,54.5,67,42
11/28/1937,53,66,40
11/29/1937,55.5,62,49
11/30/1937,55,65,45
12/1/1937,57,66,48
12/2/1937,60,70,50
12/3/1937,56,67,45
12/4/1937,57.5,70,45
12/5/1937,58.5,72,45
12/6/1937,57,73,41
12/7/1937,54,67,41
12/8/1937,57.5,66,49
12/9/1937,61,66,56
12/10/1937,60,66,54
12/11/1937,65.5,72,59
12/12/1937,57,64,50
12/13/1937,55.5,67,44
12/14/1937,55.5,68,43
12/15/1937,55.5,68,43
12/16/1937,54,65,43
12/17/1937,54,65,43
12/18/1937,55,66,44
12/19/1937,56,72,40
12/20/1937,54.5,71,38
12/21/1937,55.5,70,41
12/22/1937,58.5,69,48
12/23/1937,53,62,44
12/24/1937,54,63,45
12/25/1937,54,65,43
12/26/1937,54,62,46
12/27/1937,55,67,43
12/28/1937,58,73,43
12/29/1937,57,69,45
12/30/1937,55,67,43
12/31/1937,58.5,70,47
1/1/1938,57,67,47
1/2/1938,57.5,66,49
1/3/1938,52.5,64,41
1/4/1938,53.5,64,43
1/5/1938,53.5,67,40
1/6/1938,53.5,65,42
1/7/1938,50.5,65,36
1/8/1938,52,67,37
1/9/1938,54,70,38
1/10/1938,54.5,67,42
1/11/1938,54,68,40
1/12/1938,59.5,74,45
1/13/1938,63.5,78,49
1/14/1938,65,74,56
1/15/1938,59,65,53
1/16/1938,55.5,67,44
1/17/1938,53,62,44
1/18/1938,55.5,62,49
1/19/1938,55.5,60,51
1/20/1938,49.5,60,39
1/21/1938,53.5,65,42
1/22/1938,52.5,64,41
1/23/1938,51.5,65,38
1/24/1938,54,72,36
1/25/1938,54.5,69,40
1/26/1938,57,70,44
1/27/1938,55.5,71,40
1/28/1938,57,67,47
1/29/1938,48.5,60,37
1/30/1938,51,62,40
1/31/1938,54,62,46
2/1/1938,51,59,43
2/2/1938,54.5,64,45
2/3/1938,55.5,61,50
2/4/1938,52.5,63,42
2/5/1938,52,64,40
2/6/1938,51.5,65,38
2/7/1938,53.5,64,43
2/8/1938,53.5,61,46
2/9/1938,59.5,62,57
2/10/1938,57,67,47
2/11/1938,55,65,45
2/12/1938,49,59,39
2/13/1938,49,58,40
2/14/1938,53.5,63,44
2/15/1938,54.5,61,48
2/16/1938,52,61,43
2/17/1938,53,63,43
2/18/1938,56,62,50
2/19/1938,53,62,44
2/20/1938,51.5,64,39
2/21/1938,55.5,69,42
2/22/1938,57,68,46
2/23/1938,54.5,67,42
2/24/1938,52.5,62,43
2/25/1938,63.5,78,49
2/26/1938,65.5,75,56
2/27/1938,59.5,62,57
2/28/1938,60.5,66,55
3/1/1938,61.5,65,58
3/2/1938,61,65,57
3/3/1938,57,61,53
3/4/1938,53.5,59,48
3/5/1938,52,60,44
3/6/1938,51.5,62,41
3/7/1938,55.5,63,48
3/8/1938,52.5,61,44
3/9/1938,57.5,66,49
3/10/1938,61,71,51
3/11/1938,59.5,66,53
3/12/1938,61,66,56
3/13/1938,53.5,62,45
3/14/1938,51.5,61,42
3/15/1938,54,64,44
3/16/1938,57.5,63,52
3/17/1938,52.5,62,43
3/18/1938,53.5,64,43
3/19/1938,56,65,47
3/20/1938,58,65,51
3/21/1938,50,59,41
3/22/1938,52,61,43
3/23/1938,54,63,45
3/24/1938,56.5,63,50
3/25/1938,55.5,61,50
3/26/1938,57,62,52
3/27/1938,57,65,49
3/28/1938,55.5,61,50
3/29/1938,53,58,48
3/30/1938,50.5,60,41
3/31/1938,52,63,41
4/1/1938,57,70,44
4/2/1938,57,69,45
4/3/1938,57,68,46
4/4/1938,57.5,61,54
4/5/1938,54,62,46
4/6/1938,54,65,43
4/7/1938,59,71,47
4/8/1938,60.5,76,45
4/9/1938,56.5,65,48
4/10/1938,56,64,48
4/11/1938,59,63,55
4/12/1938,57,61,53
4/13/1938,54,58,50
4/14/1938,51,60,42
4/15/1938,56,61,51
4/16/1938,55,63,47
4/17/1938,62,72,52
4/18/1938,62,74,50
4/19/1938,61,66,56
4/20/1938,62,65,59
4/21/1938,62,65,59
4/22/1938,61.5,66,57
4/23/1938,60,64,56
4/24/1938,61.5,66,57
4/25/1938,58,63,53
4/26/1938,54.5,63,46
4/27/1938,59,65,53
4/28/1938,58,63,53
4/29/1938,57,64,50
4/30/1938,58,62,54
5/1/1938,58,62,54
5/2/1938,55.5,60,51
5/3/1938,53.5,63,44
5/4/1938,56,65,47
5/5/1938,55,64,46
5/6/1938,63,76,50
5/7/1938,65.5,82,49
5/8/1938,65,80,50
5/9/1938,61,66,56
5/10/1938,59.5,64,55
5/11/1938,61,65,57
5/12/1938,61,64,58
5/13/1938,61,65,57
5/14/1938,60,66,54
5/15/1938,60.5,64,57
5/16/1938,59.5,64,55
5/17/1938,59.5,62,57
5/18/1938,60,64,56
5/19/1938,60,63,57
5/20/1938,60.5,64,57
5/21/1938,60,65,55
5/22/1938,64,71,57
5/23/1938,60.5,68,53
5/24/1938,60,66,54
5/25/1938,61,68,54
5/26/1938,62.5,67,58
5/27/1938,61.5,67,56
5/28/1938,61,67,55
5/29/1938,61,68,54
5/30/1938,61,68,54
5/31/1938,61,66,56
6/1/1938,61,65,57
6/2/1938,61.5,65,58
6/3/1938,63.5,67,60
6/4/1938,62,66,58
6/5/1938,62,65,59
6/6/1938,61.5,65,58
6/7/1938,63,66,60
6/8/1938,62.5,65,60
6/9/1938,60.5,63,58
6/10/1938,61,63,59
6/11/1938,62,66,58
6/12/1938,59,65,53
6/13/1938,62.5,66,59
6/14/1938,62.5,66,59
6/15/1938,62,65,59
6/16/1938,63.5,67,60
6/17/1938,63,66,60
6/18/1938,61,66,56
6/19/1938,61.5,65,58
6/20/1938,60.5,68,53
6/21/1938,64,68,60
6/22/1938,62.5,66,59
6/23/1938,63.5,66,61
6/24/1938,64,67,61
6/25/1938,64.5,69,60
6/26/1938,64,68,60
6/27/1938,62.5,66,59
6/28/1938,63,66,60
6/29/1938,64,66,62
6/30/1938,64,66,62
7/1/1938,65,68,62
7/2/1938,64,67,61
7/3/1938,64,68,60
7/4/1938,62,68,56
7/5/1938,62.5,68,57
7/6/1938,62.5,66,59
7/7/1938,63.5,67,60
7/8/1938,62.5,67,58
7/9/1938,63.5,67,60
7/10/1938,62.5,66,59
7/11/1938,64,67,61
7/12/1938,65.5,70,61
7/13/1938,65.5,69,62
7/14/1938,66,70,62
7/15/1938,67,70,64
7/16/1938,66.5,70,63
7/17/1938,67.5,70,65
7/18/1938,68.5,72,65
7/19/1938,67,70,64
7/20/1938,66.5,70,63
7/21/1938,67.5,70,65
7/22/1938,69,73,65
7/23/1938,67,71,63
7/24/1938,66.5,70,63
7/25/1938,68.5,72,65
7/26/1938,69,72,66
7/27/1938,69,72,66
7/28/1938,68,71,65
7/29/1938,67,70,64
7/30/1938,66.5,70,63
7/31/1938,69.5,72,67
8/1/1938,68.5,73,64
8/2/1938,68.5,72,65
8/3/1938,68,71,65
8/4/1938,68.5,73,64
8/5/1938,70,73,67
8/6/1938,69,72,66
8/7/1938,68.5,71,66
8/8/1938,66.5,70,63
8/9/1938,66.5,71,62
8/10/1938,69,73,65
8/11/1938,69,72,66
8/12/1938,68,73,63
8/13/1938,67.5,72,63
8/14/1938,67.5,72,63
8/15/1938,67.5,70,65
8/16/1938,67.5,71,64
8/17/1938,66,68,64
8/18/1938,65,71,59
8/19/1938,65,71,59
8/20/1938,66.5,71,62
8/21/1938,68.5,73,64
8/22/1938,67.5,72,63
8/23/1938,68.5,73,64
8/24/1938,66.5,72,61
8/25/1938,68.5,72,65
8/26/1938,65.5,70,61
8/27/1938,67,72,62
8/28/1938,68.5,74,63
8/29/1938,70,75,65
8/30/1938,69.5,74,65
8/31/1938,70,74,66
9/1/1938,70,74,66
9/2/1938,69.5,74,65
9/3/1938,68,72,64
9/4/1938,69,73,65
9/5/1938,65.5,72,59
9/6/1938,66,71,61
9/7/1938,63,71,55
9/8/1938,65,71,59
9/9/1938,68,72,64
9/10/1938,67.5,73,62
9/11/1938,64.5,75,54
9/12/1938,66.5,75,58
9/13/1938,71,80,62
9/14/1938,68.5,75,62
9/15/1938,70,78,62
9/16/1938,69,72,66
9/17/1938,68.5,74,63
9/18/1938,67.5,73,62
9/19/1938,71,80,62
9/20/1938,71.5,81,62
9/21/1938,71,78,64
9/22/1938,67,75,59
9/23/1938,66,75,57
9/24/1938,65.5,74,57
9/25/1938,65,75,55
9/26/1938,73,84,62
9/27/1938,72,80,64
9/28/1938,67.5,76,59
9/29/1938,68,76,60
9/30/1938,67.5,75,60
10/1/1938,65,71,59
10/2/1938,61,70,52
10/3/1938,60,69,51
10/4/1938,60.5,68,53
10/5/1938,60,67,53
10/6/1938,61.5,67,56
10/7/1938,60,67,53
10/8/1938,59.5,67,52
10/9/1938,59.5,68,51
10/10/1938,62.5,69,56
10/11/1938,65,72,58
10/12/1938,72.5,79,66
10/13/1938,71.5,80,63
10/14/1938,70.5,77,64
10/15/1938,59,66,52
10/16/1938,54,66,42
10/17/1938,54.5,66,43
10/18/1938,58,67,49
10/19/1938,54.5,65,44
10/20/1938,61,75,47
10/21/1938,57,69,45
10/22/1938,57,65,49
10/23/1938,58,66,50
10/24/1938,60,67,53
10/25/1938,57,66,48
10/26/1938,59.5,69,50
10/27/1938,60,67,53
10/28/1938,58.5,67,50
10/29/1938,60.5,67,54
10/30/1938,61,67,55
10/31/1938,60.5,66,55
11/1/1938,56.5,66,47
11/2/1938,55.5,68,43
11/3/1938,58,71,45
11/4/1938,57.5,67,48
11/5/1938,57.5,68,47
11/6/1938,59,74,44
11/7/1938,60,76,44
11/8/1938,53.5,67,40
11/9/1938,57.5,64,51
11/10/1938,59.5,64,55
11/11/1938,47.5,60,35
11/12/1938,47.5,62,33
11/13/1938,48.5,63,34
11/14/1938,53.5,65,42
11/15/1938,52.5,67,38
11/16/1938,51.5,64,39
11/17/1938,55,67,43
11/18/1938,60.5,81,40
11/19/1938,57,74,40
11/20/1938,55,70,40
11/21/1938,55,63,47
11/22/1938,48.5,60,37
11/23/1938,56.5,77,36
11/24/1938,51,67,35
11/25/1938,51.5,66,37
11/26/1938,52.5,68,37
11/27/1938,56.5,74,39
11/28/1938,54,68,40
11/29/1938,53,65,41
11/30/1938,58,68,48
12/1/1938,52,63,41
12/2/1938,54.5,68,41
12/3/1938,55.5,69,42
12/4/1938,59.5,75,44
12/5/1938,62.5,77,48
12/6/1938,59,71,47
12/7/1938,62.5,76,49
12/8/1938,61.5,78,45
12/9/1938,63,75,51
12/10/1938,55.5,62,49
12/11/1938,56,63,49
12/12/1938,53.5,66,41
12/13/1938,63.5,77,50
12/14/1938,64.5,73,56
12/15/1938,59.5,64,55
12/16/1938,58.5,66,51
12/17/1938,61.5,68,55
12/18/1938,60,66,54
12/19/1938,59.5,64,55
12/20/1938,54.5,59,50
12/21/1938,53.5,60,47
12/22/1938,50.5,63,38
12/23/1938,51.5,65,38
12/24/1938,52,65,39
12/25/1938,51.5,65,38
12/26/1938,50.5,63,38
12/27/1938,49.5,63,36
12/28/1938,50,61,39
12/29/1938,49,60,38
12/30/1938,55,67,43
12/31/1938,53,66,40
1/1/1939,53.5,66,41
1/2/1939,55,64,46
1/3/1939,54,62,46
1/4/1939,52,62,42
1/5/1939,53,60,46
1/6/1939,50,59,41
1/7/1939,54.5,66,43
1/8/1939,52.5,62,43
1/9/1939,49,59,39
1/10/1939,51.5,66,37
1/11/1939,53.5,67,40
1/12/1939,53,65,41
1/13/1939,52.5,65,40
1/14/1939,50,61,39
1/15/1939,51,60,42
1/16/1939,49.5,62,37
1/17/1939,51,63,39
1/18/1939,53,66,40
1/19/1939,56,69,43
1/20/1939,54.5,63,46
1/21/1939,52,60,44
1/22/1939,50,59,41
1/23/1939,49.5,60,39
1/24/1939,56.5,71,42
1/25/1939,52.5,68,37
1/26/1939,52,68,36
1/27/1939,51.5,60,43
1/28/1939,49.5,62,37
1/29/1939,49.5,60,39
1/30/1939,52.5,58,47
1/31/1939,48.5,55,42
2/1/1939,42.5,55,30
2/2/1939,44,55,33
2/3/1939,47,54,40
2/4/1939,46,57,35
2/5/1939,46.5,59,34
2/6/1939,50,58,42
2/7/1939,51.5,56,47
2/8/1939,47,54,40
2/9/1939,45,55,35
2/10/1939,44.5,52,37
2/11/1939,47.5,60,35
2/12/1939,51,63,39
2/13/1939,48.5,60,37
2/14/1939,50,62,38
2/15/1939,50.5,64,37
2/16/1939,54,66,42
2/17/1939,53,63,43
2/18/1939,52.5,61,44
2/19/1939,52,59,45
2/20/1939,47.5,59,36
2/21/1939,50,64,36
2/22/1939,49.5,65,34
2/23/1939,51.5,59,44
2/24/1939,48,59,37
2/25/1939,48.5,61,36
2/26/1939,45,60,30
2/27/1939,49.5,60,39
2/28/1939,44.5,57,32
3/1/1939,46,60,32
3/2/1939,51,60,42
3/3/1939,52.5,58,47
3/4/1939,49.5,59,40
3/5/1939,48.5,61,36
3/6/1939,52.5,67,38
3/7/1939,51,58,44
3/8/1939,47.5,57,38
3/9/1939,51.5,59,44
3/10/1939,48,57,39
3/11/1939,50,60,40
3/12/1939,51.5,62,41
3/13/1939,54,60,48
3/14/1939,53,59,47
3/15/1939,52,59,45
3/16/1939,50.5,58,43
3/17/1939,54,58,50
3/18/1939,56.5,61,52
3/19/1939,56.5,59,54
3/20/1939,56.5,59,54
3/21/1939,55,58,52
3/22/1939,54,59,49
3/23/1939,56,60,52
3/24/1939,59.5,64,55
3/25/1939,56.5,60,53
3/26/1939,56,59,53
3/27/1939,51,58,44
3/28/1939,49,58,40
3/29/1939,50.5,59,42
3/30/1939,55.5,63,48
3/31/1939,60.5,71,50
4/1/1939,65.5,75,56
4/2/1939,61,68,54
4/3/1939,60,64,56
4/4/1939,59.5,63,56
4/5/1939,58.5,62,55
4/6/1939,67,87,47
4/7/1939,66.5,84,49
4/8/1939,60,70,50
4/9/1939,58.5,68,49
4/10/1939,60.5,65,56
4/11/1939,59.5,63,56
4/12/1939,58,62,54
4/13/1939,55.5,60,51
4/14/1939,52,60,44
4/15/1939,53.5,62,45
4/16/1939,54,63,45
4/17/1939,57.5,68,47
4/18/1939,61.5,77,46
4/19/1939,57.5,62,53
4/20/1939,59,63,55
4/21/1939,58.5,63,54
4/22/1939,58,63,53
4/23/1939,57.5,63,52
4/24/1939,58.5,62,55
4/25/1939,55.5,62,49
4/26/1939,58,63,53
4/27/1939,60,64,56
4/28/1939,62,67,57
4/29/1939,61,65,57
4/30/1939,60.5,65,56
5/1/1939,59.5,63,56
5/2/1939,57,64,50
5/3/1939,59.5,65,54
5/4/1939,59.5,63,56
5/5/1939,58.5,63,54
5/6/1939,59,62,56
5/7/1939,60,64,56
5/8/1939,59,66,52
5/9/1939,57.5,63,52
5/10/1939,62,65,59
5/11/1939,58.5,64,53
5/12/1939,61,64,58
5/13/1939,60,65,55
5/14/1939,60.5,63,58
5/15/1939,62,65,59
5/16/1939,62.5,66,59
5/17/1939,63,66,60
5/18/1939,60.5,65,56
5/19/1939,57.5,66,49
5/20/1939,58,66,50
5/21/1939,57.5,66,49
5/22/1939,57,65,49
5/23/1939,56.5,65,48
5/24/1939,65,77,53
5/25/1939,65.5,78,53
5/26/1939,68,78,58
5/27/1939,63,70,56
5/28/1939,61.5,67,56
5/29/1939,62.5,66,59
5/30/1939,62.5,66,59
5/31/1939,62,65,59
6/1/1939,64.5,67,62
6/2/1939,64,67,61
6/3/1939,64,68,60
6/4/1939,61.5,67,56
6/5/1939,60,67,53
6/6/1939,56,64,48
6/7/1939,59,68,50
6/8/1939,62,72,52
6/9/1939,63,73,53
6/10/1939,65.5,71,60
6/11/1939,66,72,60
6/12/1939,65.5,69,62
6/13/1939,64,68,60
6/14/1939,62,68,56
6/15/1939,61,68,54
6/16/1939,60,68,52
6/17/1939,60,68,52
6/18/1939,61,70,52
6/19/1939,60.5,68,53
6/20/1939,64,67,61
6/21/1939,65.5,68,63
6/22/1939,64.5,68,61
6/23/1939,65.5,68,63
6/24/1939,64.5,67,62
6/25/1939,63.5,68,59
6/26/1939,63.5,68,59
6/27/1939,64,68,60
6/28/1939,64.5,70,59
6/29/1939,65.5,70,61
6/30/1939,66,70,62
7/1/1939,67.5,71,64
7/2/1939,66,70,62
7/3/1939,65.5,68,63
7/4/1939,65,68,62
7/5/1939,67,69,65
7/6/1939,66,69,63
7/7/1939,67,72,62
7/8/1939,68,72,64
7/9/1939,68.5,73,64
7/10/1939,66,72,60
7/11/1939,69,75,63
7/12/1939,66.5,73,60
7/13/1939,65.5,72,59
7/14/1939,64,70,58
7/15/1939,64,69,59
7/16/1939,63.5,68,59
7/17/1939,63,67,59
7/18/1939,63.5,68,59
7/19/1939,66,70,62
7/20/1939,66.5,71,62
7/21/1939,68,72,64
7/22/1939,67,71,63
7/23/1939,67,71,63
7/24/1939,71,75,67
7/25/1939,70,75,65
7/26/1939,70,74,66
7/27/1939,66.5,72,61
7/28/1939,66.5,71,62
7/29/1939,68,72,64
7/30/1939,69.5,73,66
7/31/1939,68,70,66
8/1/1939,67.5,71,64
8/2/1939,68,71,65
8/3/1939,70,75,65
8/4/1939,69.5,74,65
8/5/1939,68,72,64
8/6/1939,68.5,73,64
8/7/1939,68.5,71,66
8/8/1939,68.5,71,66
8/9/1939,68,71,65
8/10/1939,67,70,64
8/11/1939,68,71,65
8/12/1939,67.5,71,64
8/13/1939,67,71,63
8/14/1939,67.5,71,64
8/15/1939,68,72,64
8/16/1939,67.5,71,64
8/17/1939,69.5,73,66
8/18/1939,70,73,67
8/19/1939,69.5,73,66
8/20/1939,69,72,66
8/21/1939,68.5,73,64
8/22/1939,69,71,67
8/23/1939,68.5,72,65
8/24/1939,69.5,75,64
8/25/1939,73,78,68
8/26/1939,70,75,65
8/27/1939,69,75,63
8/28/1939,68.5,75,62
8/29/1939,66,73,59
8/30/1939,64,72,56
8/31/1939,68,76,60
9/1/1939,67.5,74,61
9/2/1939,68.5,73,64
9/3/1939,67.5,72,63
9/4/1939,69,74,64
9/5/1939,70.5,75,66
9/6/1939,69.5,76,63
9/7/1939,69,72,66
9/8/1939,71.5,76,67
9/9/1939,73,77,69
9/10/1939,72.5,78,67
9/11/1939,70,74,66
9/12/1939,65.5,70,61
9/13/1939,61,71,51
9/14/1939,62.5,72,53
9/15/1939,69,80,58
9/16/1939,75,84,66
9/17/1939,78,87,69
9/18/1939,80.5,93,68
9/19/1939,83,94,72
9/20/1939,85.5,96,75
9/21/1939,89,105,73
9/22/1939,86,99,73
9/23/1939,80.5,89,72
9/24/1939,76,86,66
9/25/1939,67,70,64
9/26/1939,64.5,71,58
9/27/1939,65,71,59
9/28/1939,63.5,70,57
9/29/1939,65,72,58
9/30/1939,66,71,61
10/1/1939,66,71,61
10/2/1939,66,70,62
10/3/1939,62.5,68,57
10/4/1939,59,70,48
10/5/1939,64,70,58
10/6/1939,62,70,54
10/7/1939,58.5,64,53
10/8/1939,60,69,51
10/9/1939,63,74,52
10/10/1939,66,80,52
10/11/1939,68.5,82,55
10/12/1939,75,92,58
10/13/1939,73,86,60
10/14/1939,73.5,88,59
10/15/1939,69.5,87,52
10/16/1939,64,75,53
10/17/1939,63,75,51
10/18/1939,63.5,70,57
10/19/1939,62.5,69,56
10/20/1939,60,70,50
10/21/1939,63.5,74,53
10/22/1939,65,77,53
10/23/1939,64.5,71,58
10/24/1939,65.5,69,62
10/25/1939,60.5,68,53
10/26/1939,57.5,68,47
10/27/1939,59.5,71,48
10/28/1939,64.5,79,50
10/29/1939,66.5,82,51
10/30/1939,69.5,84,55
10/31/1939,63,73,53
11/1/1939,61.5,68,55
11/2/1939,61,66,56
11/3/1939,61,67,55
11/4/1939,61,66,56
11/5/1939,61.5,67,56
11/6/1939,61.5,69,54
11/7/1939,64,70,58
11/8/1939,62,66,58
11/9/1939,59,67,51
11/10/1939,58,69,47
11/11/1939,60,75,45
11/12/1939,59,72,46
11/13/1939,61,74,48
11/14/1939,58,70,46
11/15/1939,56,67,45
11/16/1939,56,67,45
11/17/1939,60.5,73,48
11/18/1939,60.5,74,47
11/19/1939,59,73,45
11/20/1939,61,77,45
11/21/1939,62.5,76,49
11/22/1939,64,78,50
11/23/1939,64,74,54
11/24/1939,61.5,73,50
11/25/1939,58,68,48
11/26/1939,56.5,66,47
11/27/1939,59,66,52
11/28/1939,58,67,49
11/29/1939,57.5,68,47
11/30/1939,56.5,67,46
12/1/1939,58,69,47
12/2/1939,58.5,72,45
12/3/1939,59.5,73,46
12/4/1939,62.5,72,53
12/5/1939,60,70,50
12/6/1939,59.5,70,49
12/7/1939,61,69,53
12/8/1939,61.5,67,56
12/9/1939,60.5,71,50
12/10/1939,58,68,48
12/11/1939,55,64,46
12/12/1939,59,72,46
12/13/1939,60.5,73,48
12/14/1939,57,69,45
12/15/1939,60.5,74,47
12/16/1939,57.5,68,47
12/17/1939,55,67,43
12/18/1939,55.5,67,44
12/19/1939,58,71,45
12/20/1939,54.5,67,42
12/21/1939,55,67,43
12/22/1939,56,66,46
12/23/1939,56,65,47
12/24/1939,52.5,62,43
12/25/1939,51.5,62,41
12/26/1939,51,62,40
12/27/1939,53.5,64,43
12/28/1939,52.5,63,42
12/29/1939,54.5,65,44
12/30/1939,55,64,46
12/31/1939,57,66,48
1/1/1940,57,66,48
1/2/1940,59,65,53
1/3/1940,60.5,65,56
1/4/1940,61,65,57
1/5/1940,55,60,50
1/6/1940,58,63,53
1/7/1940,59,64,54
1/8/1940,59.5,65,54
1/9/1940,59.5,65,54
1/10/1940,59.5,65,54
1/11/1940,61.5,66,57
1/12/1940,54,63,45
1/13/1940,51,63,39
1/14/1940,50,65,35
1/15/1940,50.5,65,36
1/16/1940,51.5,66,37
1/17/1940,51,63,39
1/18/1940,49.5,62,37
1/19/1940,49.5,62,37
1/20/1940,50,62,38
1/21/1940,50.5,62,39
1/22/1940,53,63,43
1/23/1940,59,70,48
1/24/1940,57,68,46
1/25/1940,57,67,47
1/26/1940,54.5,64,45
1/27/1940,59.5,69,50
1/28/1940,58.5,67,50
1/29/1940,61,70,52
1/30/1940,57,64,50
1/31/1940,59,65,53
2/1/1940,55.5,61,50
2/2/1940,57.5,63,52
2/3/1940,57,62,52
2/4/1940,55.5,64,47
2/5/1940,56,65,47
2/6/1940,56,67,45
2/7/1940,57,69,45
2/8/1940,52,64,40
2/9/1940,53,65,41
2/10/1940,53,63,43
2/11/1940,53.5,62,45
2/12/1940,53,65,41
2/13/1940,52.5,64,41
2/14/1940,52.5,62,43
2/15/1940,49.5,60,39
2/16/1940,50.5,63,38
2/17/1940,51.5,61,42
2/18/1940,52,62,42
2/19/1940,56.5,70,43
2/20/1940,61,75,47
2/21/1940,61,69,53
2/22/1940,58,62,54
2/23/1940,61.5,70,53
2/24/1940,62,68,56
2/25/1940,62,68,56
2/26/1940,57,65,49
2/27/1940,55.5,64,47
2/28/1940,56.5,64,49
2/29/1940,54.5,62,47
3/1/1940,54,64,44
3/2/1940,57,70,44
3/3/1940,58,72,44
3/4/1940,59,74,44
3/5/1940,58.5,70,47
3/6/1940,61,74,48
3/7/1940,56.5,71,42
3/8/1940,55.5,66,45
3/9/1940,57,63,51
3/10/1940,57,62,52
3/11/1940,49,60,38
3/12/1940,50.5,65,36
3/13/1940,52.5,68,37
3/14/1940,58,74,42
3/15/1940,55,69,41
3/16/1940,55.5,64,47
3/17/1940,54.5,62,47
3/18/1940,59.5,64,55
3/19/1940,61,67,55
3/20/1940,60,65,55
3/21/1940,58,62,54
3/22/1940,61,63,59
3/23/1940,58,63,53
3/24/1940,59,63,55
3/25/1940,61,65,57
3/26/1940,60,64,56
3/27/1940,57.5,65,50
3/28/1940,58.5,64,53
3/29/1940,59.5,66,53
3/30/1940,58.5,67,50
3/31/1940,57.5,64,51
4/1/1940,57,62,52
4/2/1940,54.5,62,47
4/3/1940,56,63,49
4/4/1940,57.5,64,51
4/5/1940,57,65,49
4/6/1940,56.5,64,49
4/7/1940,56.5,64,49
4/8/1940,62,66,58
4/9/1940,61.5,65,58
4/10/1940,58.5,65,52
4/11/1940,69.5,84,55
4/12/1940,73.5,89,58
4/13/1940,74,89,59
4/14/1940,62,67,57
4/15/1940,59.5,67,52
4/16/1940,57,64,50
4/17/1940,58.5,66,51
4/18/1940,60,69,51
4/19/1940,59.5,65,54
4/20/1940,59.5,65,54
4/21/1940,59.5,64,55
4/22/1940,60.5,65,56
4/23/1940,61,64,58
4/24/1940,60.5,64,57
4/25/1940,58.5,64,53
4/26/1940,59.5,63,56
4/27/1940,58,63,53
4/28/1940,59.5,64,55
4/29/1940,59,66,52
4/30/1940,62.5,70,55
5/1/1940,67.5,75,60
5/2/1940,63.5,68,59
5/3/1940,63,66,60
5/4/1940,62.5,67,58
5/5/1940,61,66,56
5/6/1940,57,64,50
5/7/1940,59.5,67,52
5/8/1940,63,72,54
5/9/1940,68,77,59
5/10/1940,63.5,68,59
5/11/1940,63.5,68,59
5/12/1940,64,69,59
5/13/1940,63.5,67,60
5/14/1940,64,68,60
5/15/1940,64,67,61
5/16/1940,62,66,58
5/17/1940,62,66,58
5/18/1940,64.5,68,61
5/19/1940,64.5,67,62
5/20/1940,64,67,61
5/21/1940,64.5,67,62
5/22/1940,65.5,68,63
5/23/1940,66,71,61
5/24/1940,63,67,59
5/25/1940,63,68,58
5/26/1940,61.5,66,57
5/27/1940,60.5,64,57
5/28/1940,60.5,65,56
5/29/1940,60.5,67,54
5/30/1940,60.5,70,51
5/31/1940,61,68,54
6/1/1940,66,72,60
6/2/1940,64,69,59
6/3/1940,63,66,60
6/4/1940,62.5,66,59
6/5/1940,63.5,67,60
6/6/1940,63,65,61
6/7/1940,62.5,65,60
6/8/1940,65,68,62
6/9/1940,64.5,67,62
6/10/1940,65,68,62
6/11/1940,64,67,61
6/12/1940,62.5,66,59
6/13/1940,62,66,58
